Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity
Kia,Forte,2017,regular unleaded,201.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,30,25,1720
Chevrolet,Silverado 1500,2015,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,22,17,1385
Volkswagen,GTI,2012,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,873
Lexus,NX 200t,2017,premium unleaded (required),235.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,27,22,454
Cadillac,STS,2011,regular unleaded,302.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,27,18,1624
Suzuki,Esteem,2001,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,24,481
Acura,Legend,1995,regular unleaded,230.0,6.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,24,16,204
Mercedes-Benz,300-Class,1992,regular unleaded,177.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,22,16,617
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,27,20,549
Chevrolet,Equinox,2016,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,22,1385
Ford,Transit Connect,2016,regular unleaded,169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,28,20,5657
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Passenger Minivan,23,16,2031
Suzuki,Swift,1999,regular unleaded,79.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,39,33,481
Dodge,Ram Van,1999,regular unleaded,175.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Compact,Cargo Van,16,14,1851
Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,18,13,5657
Volvo,S70,2000,regular unleaded,190.0,5.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,24,17,870
Mazda,3,2017,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,36,27,586
Volkswagen,Golf R,2016,premium unleaded (recommended),292.0,4.0,MANUAL,all wheel drive,4.0,"Hatchback,Factory Tuner,High-Performance",Compact,4dr Hatchback,31,22,873
Cadillac,CTS Wagon,2013,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Midsize,Wagon,26,18,1624
Lamborghini,Aventador,2016,premium unleaded (required),700.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,18,11,1158
Aston Martin,DBS,2012,premium unleaded (required),510.0,12.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,17,11,259
Dodge,Grand Caravan,2017,regular unleaded,283.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,17,1851
Mitsubishi,Mighty Max Pickup,1994,regular unleaded,116.0,6.0,MANUAL,four wheel drive,2.0,,Compact,Regular Cab Pickup,20,15,436
Lincoln,MKC,2017,regular unleaded,240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Compact,4dr SUV,25,19,61
Rolls-Royce,Ghost,2012,premium unleaded (required),563.0,12.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,Performance",Large,Sedan,20,13,86
Genesis,G80,2017,regular unleaded,311.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,21
Cadillac,XTS,2016,regular unleaded,304.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,28,18,1624
Ford,E-150,1996,regular unleaded,145.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Passenger Van,15,11,5657
Toyota,Tundra,2017,regular unleaded,310.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,18,14,2031
Buick,Enclave,2015,regular unleaded,288.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,24,17,155
Honda,Element,2011,regular unleaded,166.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,24,19,2202
Hyundai,Tucson,2016,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,30,25,1439
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,22,17,1385
Lexus,RX 350,2017,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,19,454
Volvo,S60,2015,regular unleaded,240.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,37,25,870
Toyota,RAV4,2017,regular unleaded,176.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,22,2031
Volkswagen,Jetta SportWagen,2012,regular unleaded,170.0,5.0,AUTOMATIC,front wheel drive,4.0,,Compact,Wagon,31,24,873
Mercedes-Benz,C-Class,2015,premium unleaded (required),503.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,25,18,617
Mitsubishi,Lancer,2017,regular unleaded,148.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,33,24,436
Infiniti,Q60 Convertible,2014,premium unleaded (recommended),325.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,Performance",Midsize,Convertible,24,16,190
Nissan,Pathfinder,2015,regular unleaded,260.0,6.0,AUTOMATIC,four wheel drive,4.0,Crossover,Large,4dr SUV,26,19,2009
Toyota,Avalon,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,31,21,2031
Ford,Flex,2015,regular unleaded,287.0,6.0,AUTOMATIC,front wheel drive,4.0,Crossover,Large,Wagon,25,18,5657
Audi,allroad,2016,premium unleaded (recommended),220.0,4.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Wagon,28,21,3105
Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,24,18,1720
Dodge,Stratus,2004,regular unleaded,200.0,6.0,MANUAL,front wheel drive,2.0,Performance,Midsize,Coupe,26,18,1851
Scion,tC,2015,regular unleaded,179.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,31,23,105
Nissan,Altima,2015,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,27,2009
Saab,9-3 Griffin,2012,flex-fuel (premium unleaded recommended/E85),220.0,4.0,MANUAL,front wheel drive,4.0,"Flex Fuel,Luxury",Midsize,Sedan,33,20,376
Chevrolet,S-10,2003,flex-fuel (unleaded/E85),120.0,4.0,MANUAL,rear wheel drive,2.0,Flex Fuel,Compact,Regular Cab Pickup,25,19,1385
Ford,Bronco II,1990,regular unleaded,140.0,6.0,MANUAL,four wheel drive,2.0,,Compact,2dr SUV,20,15,5657
Chevrolet,Impala Limited,2016,flex-fuel (unleaded/E85),300.0,6.0,AUTOMATIC,front wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,30,18,1385
Chevrolet,C/K 1500 Series,1998,regular unleaded,200.0,6.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,21,16,1385
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,20,14,5657
Chevrolet,Corvette,2017,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,16,1385
Subaru,XV Crosstrek,2014,regular unleaded,160.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,33,29,640
GMC,Sierra 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,19,14,549
Ford,Focus ST,2017,premium unleaded (recommended),252.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,31,22,5657
McLaren,MP4-12C,2012,premium unleaded (required),592.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,22,15,416
Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150.0,6.0,MANUAL,rear wheel drive,2.0,Flex Fuel,Compact,Extended Cab Pickup,21,16,586
Lotus,Evora,2013,premium unleaded (required),345.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,17,613
Audi,200,1991,regular unleaded,217.0,5.0,MANUAL,all wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,3105
Toyota,Prius v,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Wagon,40,44,2031
Toyota,Sienna,2016,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031
Ford,F-150,2016,flex-fuel (unleaded/E85),385.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,21,15,5657
Mercedes-Benz,C-Class,2017,premium unleaded (required),241.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Convertible,31,23,617
Kia,Forte,2017,regular unleaded,164.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,33,25,1720
GMC,Suburban,1997,regular unleaded,255.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,15,11,549
Volkswagen,Beetle Convertible,2016,regular unleaded,170.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,34,25,873
Dodge,Dart,2014,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,35,22,1851
Pontiac,Vibe,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,28,21,210
Volvo,S60,2016,regular unleaded,302.0,4.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,31,22,870
Ford,Taurus,2017,flex-fuel (unleaded/E85),288.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Performance",Large,Sedan,24,17,5657
Infiniti,QX80,2016,premium unleaded (recommended),400.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Large,4dr SUV,19,13,190
GMC,Canyon,2015,regular unleaded,305.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,24,17,549
Chevrolet,Malibu Limited,2016,regular unleaded,197.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,34,24,1385
Audi,S5,2016,premium unleaded (required),333.0,6.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Factory Tuner,Luxury,Performance",Midsize,Coupe,28,18,3105
Mercedes-Benz,GL-Class,2015,diesel,240.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Diesel",Large,4dr SUV,26,19,617
Mitsubishi,Expo,1993,regular unleaded,136.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,26,19,436
Dodge,RAM 150,1992,regular unleaded,230.0,8.0,MANUAL,four wheel drive,2.0,,Large,Extended Cab Pickup,15,12,1851
Ford,Explorer Sport,2002,regular unleaded,203.0,6.0,AUTOMATIC,four wheel drive,2.0,,Midsize,2dr SUV,18,13,5657
BMW,6 Series,2017,premium unleaded (required),445.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,High-Performance",Midsize,Coupe,24,17,3916
Lincoln,Continental,2017,premium unleaded (recommended),,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,27,18,61
Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,35,24,3105
Acura,Integra,1999,regular unleaded,170.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Luxury,Performance",Compact,2dr Hatchback,28,22,204
Volkswagen,CC,2016,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,31,22,873
Chevrolet,Silverado 1500 Classic,2007,flex-fuel (unleaded/E85),295.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,19,14,1385
Lexus,RX 350,2016,regular unleaded,295.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,19,454
Oldsmobile,Aurora,2002,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,25,16,26
Ferrari,456M,2002,premium unleaded (required),442.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,14,9,2774
Volvo,740,1990,regular unleaded,153.0,4.0,MANUAL,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,18,870
Chrysler,300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Sedan,27,18,1013
Acura,RDX,2016,premium unleaded (recommended),279.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,28,19,204
Ford,Tempo,1992,regular unleaded,140.0,6.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,26,19,5657
Volkswagen,Golf GTI,2015,premium unleaded (recommended),210.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,34,25,873
Mazda,5,2013,regular unleaded,157.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Passenger Minivan,28,21,586
Hyundai,Veloster,2016,regular unleaded,201.0,4.0,MANUAL,front wheel drive,3.0,"Hatchback,Performance",Compact,2dr Hatchback,33,25,1439
Maserati,Levante,2017,premium unleaded (required),345.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Exotic,Luxury,Performance",Large,4dr SUV,20,14,238
Chevrolet,Camaro,2016,premium unleaded (recommended),275.0,4.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,30,21,1385
Chevrolet,Camaro,2015,regular unleaded,323.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,28,17,1385
Chevrolet,Metro,1999,regular unleaded,55.0,3.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,42,34,1385
Ford,Transit Connect,2017,flex-fuel (unleaded/E85),169.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Passenger Minivan,27,19,5657
GMC,Jimmy,1999,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,19,14,549
Pontiac,Montana,2004,regular unleaded,185.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Passenger Minivan,22,16,210
BMW,4 Series,2016,premium unleaded (required),240.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Convertible,34,23,3916
Ford,F-150 Heritage,2004,regular unleaded,202.0,6.0,MANUAL,rear wheel drive,4.0,,Large,Extended Cab Pickup,19,15,5657
Toyota,Previa,1995,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,3.0,,Compact,Passenger Minivan,19,15,2031
Nissan,370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009
Chevrolet,Equinox,2017,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,28,20,1385
Mercedes-Benz,400-Class,1993,regular unleaded,275.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,22,16,617
Mercedes-Benz,E-Class,2016,diesel,195.0,4.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Midsize,Sedan,42,28,617
Chevrolet,Silverado 1500,2017,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,rear wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,24,18,1385
Nissan,300ZX,1994,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,22,16,2009
Ford,Probe,1996,regular unleaded,118.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23,5657
Ford,Fusion Hybrid,2017,regular unleaded,188.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,41,43,5657
Dodge,Ramcharger,1993,regular unleaded,230.0,8.0,AUTOMATIC,rear wheel drive,2.0,,Midsize,2dr SUV,16,11,1851
Hyundai,Sonata,2017,regular unleaded,185.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,36,25,1439
Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,15,1624
Audi,Q5,2017,premium unleaded (required),272.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,18,3105
Volkswagen,GTI,2013,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,31,21,873
Suzuki,XL7,2008,regular unleaded,252.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,15,481
Lotus,Exige,2009,premium unleaded (recommended),257.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,26,20,613
Audi,A3,2015,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,33,23,3105
Lincoln,MKX,2015,regular unleaded,305.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,23,17,61
Suzuki,Reno,2008,regular unleaded,127.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,28,20,481
Subaru,B9 Tribeca,2006,premium unleaded (required),250.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,21,16,640
Maserati,Ghibli,2015,premium unleaded (required),345.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Exotic,Luxury,High-Performance",Midsize,Sedan,25,15,238
Nissan,Titan,2015,regular unleaded,317.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,17,12,2009
Subaru,SVX,1995,regular unleaded,230.0,6.0,AUTOMATIC,all wheel drive,2.0,Performance,Compact,Coupe,23,15,640
Audi,A6,2015,premium unleaded (required),310.0,6.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,Sedan,27,18,3105
Chevrolet,Sonic,2017,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,34,24,1385
Dodge,Ram Pickup 1500,2009,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,20,14,1851
Pontiac,Trans Sport,1998,regular unleaded,180.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,210
Chevrolet,Tahoe,2015,flex-fuel (unleaded/E85),355.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Performance",Large,4dr SUV,22,16,1385
Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Luxury,Performance",Large,Sedan,26,18,1624
Ford,Expedition,2016,regular unleaded,365.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,22,16,5657
Toyota,Tacoma,2016,regular unleaded,278.0,6.0,AUTOMATIC,four wheel drive,4.0,,Compact,Crew Cab Pickup,23,18,2031
Honda,CR-V,2016,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,31,25,2202
Ferrari,FF,2014,premium unleaded (required),651.0,12.0,AUTOMATED_MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Large,Coupe,16,11,2774
Cadillac,Escalade ESV,2016,premium unleaded (recommended),420.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,Performance",Large,4dr SUV,21,15,1624
Toyota,Corolla,2016,regular unleaded,132.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,38,29,2031
Hyundai,Tucson,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,25,20,1439
Toyota,Tundra,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,Extended Cab Pickup,17,13,2031
Mazda,Millenia,2002,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,24,17,586
Hyundai,Veloster,2014,regular unleaded,132.0,4.0,AUTOMATED_MANUAL,front wheel drive,3.0,Hatchback,Compact,2dr Hatchback,36,28,1439
Cadillac,XTS,2015,premium unleaded (required),410.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,Performance",Large,Sedan,24,16,1624
Buick,Terraza,2005,regular unleaded,200.0,6.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Passenger Minivan,21,15,155
Dodge,Dart,2016,regular unleaded,160.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,36,25,1851
Chevrolet,Silverado 1500,2016,regular unleaded,355.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Crew Cab Pickup,23,16,1385
Dodge,Stratus,2005,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Midsize,Sedan,26,19,1851
GMC,Sonoma,2003,flex-fuel (unleaded/E85),120.0,4.0,AUTOMATIC,rear wheel drive,2.0,Flex Fuel,Compact,Regular Cab Pickup,23,17,549
Audi,A3,2016,premium unleaded (recommended),170.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,Luxury,Compact,Convertible,35,24,3105
GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,four wheel drive,2.0,,Compact,Regular Cab Pickup,23,17,549
Mitsubishi,Lancer,2015,regular unleaded,168.0,4.0,AUTOMATIC,all wheel drive,4.0,,Compact,Sedan,29,22,436
Ford,Explorer,2017,flex-fuel (unleaded/E85),290.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,24,17,5657
GMC,Jimmy,2001,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,2.0,,Compact,2dr SUV,20,15,549
Toyota,Tundra,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,18,13,2031
Saab,900,1997,regular unleaded,185.0,4.0,MANUAL,front wheel drive,2.0,"Luxury,Performance",Compact,Convertible,25,18,376
Infiniti,Q60 Coupe,2017,premium unleaded (recommended),208.0,4.0,AUTOMATIC,all wheel drive,2.0,Luxury,Midsize,Coupe,28,21,190
Kia,Rio,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,38,27,1720
GMC,Sierra 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,Extended Cab Pickup,18,14,549
Suzuki,XL-7,2004,regular unleaded,185.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,4dr SUV,21,16,481
Nissan,Altima,2016,regular unleaded,182.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,27,2009
Hyundai,Tucson,2017,regular unleaded,175.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Crossover,Compact,4dr SUV,30,25,1439
GMC,Canyon,2015,regular unleaded,200.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,Extended Cab Pickup,25,19,549
Cadillac,Eldorado,2002,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Luxury,Large,Coupe,25,16,1624
Nissan,Xterra,2015,regular unleaded,261.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,15,2009
Subaru,XV Crosstrek,2015,regular unleaded,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,34,26,640
Chevrolet,Silverado 1500,2016,flex-fuel (unleaded/E85),285.0,6.0,AUTOMATIC,four wheel drive,2.0,Flex Fuel,Large,Regular Cab Pickup,22,17,1385
Infiniti,G35,2008,premium unleaded (required),306.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,24,17,190
GMC,Sierra 1500 Classic,2007,regular unleaded,285.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Crew Cab Pickup,19,15,549
Buick,LaCrosse,2017,regular unleaded,310.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,31,21,155
Volkswagen,Golf Alltrack,2017,regular unleaded,170.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,Wagon,30,22,873
Lincoln,Continental,2002,premium unleaded (required),275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,61
Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143.0,6.0,MANUAL,rear wheel drive,2.0,Flex Fuel,Compact,Extended Cab Pickup,21,16,586
Suzuki,Kizashi,2011,regular unleaded,180.0,4.0,AUTOMATIC,all wheel drive,4.0,,Midsize,Sedan,29,22,481
Oldsmobile,Intrigue,2000,regular unleaded,215.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,17,26
Cadillac,CT6,2016,premium unleaded (required),404.0,6.0,AUTOMATIC,all wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,26,18,1624
